SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
CLORIDRATO DE DULOXETINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070016604;1039001920082;7898040325619;    -     ;    -     ;ABRETIA;60 MG CAP DURA LIB RETARD CT BL AL PLAS TRANS X 60;N6A5 - ANTIDEPRESSIVOS SNRI;Similar;Regulado;399,37;399,37;453,83;481,17;481,17;484,08;484,08;487,04;487,04;499,21;552,11;627,39;665,19;665,19;669,21;669,21;673,3;673,3;690,13;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020004;1039001930010;7898040326258;    -     ;    -     ;ZESTEN;2,5 MG COM REV CT BL AL/AL X 7 ;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;47,08;47,08;53,5;56,72;56,72;57,07;57,07;57,41;57,41;58,85;65,09;73,96;78,41;78,41;78,9;78,9;79,37;79,37;81,36;Não;Não;Não;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020104;1039001930029;7898040325879;    -     ;    -     ;ZESTEN;2,5 MG COM REV CT BL AL/AL X 15;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;100,87;100,87;114,63;121,53;121,53;122,27;122,27;123,01;123,01;126,09;139,45;158,47;168,01;168,01;169,03;169,03;170,05;170,05;174,31;Não;Não;Não;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020204;1039001930037;7898040325848;    -     ;    -     ;ZESTEN;2,5 MG COM REV CT BL AL/AL X 30;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;201,74;201,74;229,25;243,06;243,06;244,53;244,53;246,02;246,02;252,18;278,89;316,92;336,02;336,02;338,05;338,05;340,11;340,11;348,62;Não;Não;Não;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020304;1039001930045;7898040326265;    -     ;    -     ;ZESTEN;2,5 MG COM REV CT BL AL/AL X 60;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;403,49;403,49;458,51;486,13;486,13;489,08;489,08;492,06;492,06;504,36;557,8;633,86;672,05;672,05;676,12;676,12;680,24;680,24;697,25;Não;Não;Não;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020404;1039001930053;7898040326272;    -     ;    -     ;ZESTEN;2,5 MG COM REV CT BL AL/AL X 100;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;672,46;672,46;764,16;810,19;810,19;815,1;815,1;820,07;820,07;840,58;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020504;1039001930061;7898040326289;    -     ;    -     ;ZESTEN;5 MG COM REV CT BL AL/AL X 7 ;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;64,61;64,61;73,42;77,84;77,84;78,32;78,32;78,79;78,79;80,76;89,32;101,5;107,61;107,61;108,27;108,27;108,92;108,92;111,65;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020604;1039001930071;7898040325886;    -     ;    -     ;ZESTEN;5 MG COM REV CT BL AL/AL X 15;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;138,43;138,43;157,31;166,78;166,78;167,79;167,79;168,82;168,82;173,04;191,37;217,47;230,56;230,56;231,96;231,96;233,38;233,38;239,22;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020704;1039001930088;7898040325855;    -     ;    -     ;ZESTEN;5 MG COM REV CT BL AL/AL X 30;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;276,85;276,85;314,6;333,55;333,55;335,58;335,58;337,62;337,62;346,06;382,73;434,92;461,11;461,11;463,92;463,92;466,74;466,74;478,41;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020804;1039001930096;7898040326296;    -     ;    -     ;ZESTEN;5 MG COM REV CT BL AL/AL X 60;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;553,71;553,71;629,22;667,12;667,12;671,16;671,16;675,26;675,26;692,14;765,47;869,86;922,25;922,25;927,84;927,84;933,51;933,51;956,84;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080020904;1039001930101;7898040326302;    -     ;    -     ;ZESTEN;5 MG COM REV CT BL AL/AL X 100;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;922,87;922,87;1048,72;1111,89;1111,89;1118,63;1118,63;1125,45;1125,45;1153,59;;;;;;;;;;Sim;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080021004;1039001930118;7898040326319;    -     ;    -     ;ZESTEN;10 MG COM REV CT BL AL/AL X 7 ;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;132,06;132,06;150,07;159,11;159,11;160,07;160,07;161,05;161,05;165,08;182,57;207,46;219,96;219,96;221,29;221,29;222,64;222,64;228,21;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080021104;1039001930126;7898040325893;    -     ;    -     ;ZESTEN;10 MG COM REV CT BL AL/AL X 15;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;282,98;282,98;321,57;340,94;340,94;343,01;343,01;345,1;345,1;353,73;391,2;444,55;471,33;471,33;474,19;474,19;477,08;477,08;489,01;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080021204;1039001930134;7898040325862;    -     ;    -     ;ZESTEN;10 MG COM REV CT BL AL/AL X 30;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;565,94;565,94;643,11;681,86;681,86;685,99;685,99;690,17;690,17;707,43;782,38;889,06;942,63;942,63;948,34;948,34;954,12;954,12;977,98;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080021304;1039001930142;7898040326326;    -     ;    -     ;ZESTEN;10 MG COM REV CT BL AL/AL X 60;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;1131,9;1131,9;1286,25;1363,73;1363,73;1372;1372;1380,37;1380,37;1414,88;1564,79;1778,17;1885,28;1885,28;1896,71;1896,71;1908,28;1908,28;1955,99;Não;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
OLANZAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080021404;1039001930150;7898040326333;    -     ;    -     ;ZESTEN;10 MG COM REV CT BL AL/AL X 100;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;1886,47;1886,47;2143,72;2272,85;2272,85;2286,63;2286,63;2300,57;2300,57;2358,09;;;;;;;;;;Sim;Sim;Sim;Não;;Positiva;Não;Tarja Preta(*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070014304;1039001940016;7898040325817;    -     ;    -     ;TRACOX;25 MG COM REV CT BL AL PLAS OPC X 7;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;16,96;16,96;19,27;20,43;20,43;20,56;20,56;20,68;20,68;21,2;23,45;26,64;28,24;28,24;28,42;28,42;28,59;28,59;29,31;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070014404;1039001940024;7898040325770;    -     ;    -     ;TRACOX;25 MG COM REV CT BL AL PLAS OPC X 15;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;36,37;36,37;41,33;43,82;43,82;44,08;44,08;44,35;44,35;45,46;50,28;57,14;60,58;60,58;60,94;60,94;61,31;61,31;62,85;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070014504;1039001940032;7898040325787;    -     ;    -     ;TRACOX;25 MG COM REV CT BL AL PLAS OPC X 30;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;72,73;72,73;82,65;87,63;87,63;88,16;88,16;88,7;88,7;90,91;100,54;114,26;121,14;121,14;121,88;121,88;122,62;122,62;125,68;Não;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070014604;1039001940040;7898040325930;    -     ;    -     ;TRACOX;25 MG COM REV CT BL AL PLAS OPC X 60;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;145,43;145,43;165,26;175,22;175,22;176,28;176,28;177,35;177,35;181,79;201,05;228,46;242,23;242,23;243,7;243,7;245,18;245,18;251,31;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070014704;1039001940059;7898040325947;    -     ;    -     ;TRACOX;25 MG COM REV CT BL AL PLAS OPC X 100;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;242,4;242,4;275,45;292,05;292,05;293,82;293,82;295,61;295,61;303;;;;;;;;;;Sim;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070014804;1039001940067;7898040325824;    -     ;    -     ;TRACOX;100 MG COM REV CT BL AL PLAS OPC X 7;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;55,04;55,04;62,55;66,31;66,31;66,72;66,72;67,12;67,12;68,8;76,09;86,47;91,67;91,67;92,24;92,24;92,79;92,79;95,11;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070014904;1039001940075;7898040325954;    -     ;    -     ;TRACOX;100 MG COM REV CT BL AL PLAS OPC X 15;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;117,94;117,94;134,02;142,1;142,1;142,96;142,96;143,83;143,83;147,43;163,05;185,27;196,44;196,44;197,63;197,63;198,84;198,84;203,81;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015004;1039001940083;7898040325794;    -     ;    -     ;TRACOX;100 MG COM REV CT BL AL PLAS OPC X 30;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;235,86;235,86;268,02;284,17;284,17;285,89;285,89;287,63;287,63;294,83;326,06;370,52;392,85;392,85;395,23;395,23;397,63;397,63;407,59;Não;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017100021604;1039001940091;7898040325961;    -     ;    -     ;TRACOX;100 MG COM REV CT BL AL PLAS OPC X 60;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;471,7;471,7;536,02;568,31;568,31;571,76;571,76;575,24;575,24;589,63;652,1;741,02;785,66;785,66;790,42;790,42;795,24;795,24;815,13;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015104;1039001940105;7898040325978;    -     ;    -     ;TRACOX;100 MG COM REV CT BL AL PLAS OPC X 100;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;786,2;786,2;893,41;947,23;947,23;952,97;952,97;958,78;958,78;982,75;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015204;1039001940113;7898040325831;    -     ;    -     ;TRACOX;200 MG COM REV CT BL AL PLAS OPC X 7;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;109,72;109,72;124,68;132,19;132,19;132,99;132,99;133,8;133,8;137,15;151,68;172,36;182,74;182,74;183,85;183,85;184,97;184,97;189,6;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015304;1039001940121;7898040325985;    -     ;    -     ;TRACOX;200 MG COM REV CT BL AL PLAS OPC X 15;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;235,06;235,06;267,11;283,2;283,2;284,92;284,92;286,66;286,66;293,83;324,96;369,26;391,51;391,51;393,89;393,89;396,29;396,29;406,2;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015404;1039001940131;7898040325800;    -     ;    -     ;TRACOX;200 MG COM REV CT BL AL PLAS OPC X 30;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;470,16;470,16;534,27;566,46;566,46;569,89;569,89;573,37;573,37;587,7;649,97;738,6;783,1;783,1;787,84;787,84;792,65;792,65;812,46;Não;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015504;1039001940148;7898040325992;    -     ;    -     ;TRACOX;200 MG COM REV CT BL AL PLAS OPC X 60;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;940,31;940,31;1068,53;1132,9;1132,9;1139,77;1139,77;1146,72;1146,72;1175,39;1299,92;1477,18;1566,17;1566,17;1575,67;1575,67;1585,27;1585,27;1624,91;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015604;1039001940156;7898040326005;    -     ;    -     ;TRACOX;200 MG COM REV CT BL AL PLAS OPC X 100;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Similar;Regulado;1567,19;1567,19;1780,9;1888,18;1888,18;1899,62;1899,62;1911,21;1911,21;1958,99;;;;;;;;;;Sim;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019204;1039001950011;7898040325640;    -     ;    -     ;PREFISS;75 MG CAP GEL DURA CT BL AL PLAS TRANS X 15;N3A - ANTIEPILÉPTICOS;Similar;Regulado;44,98;44,98;51,11;54,19;54,19;54,52;54,52;54,85;54,85;56,23;62,18;70,66;74,91;74,91;75,37;75,37;75,83;75,83;77,73;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019304;1039001950021;7898040325657;    -     ;    -     ;PREFISS;75 MG CAP GEL DURA CT BL AL PLAS TRANS X 20;N3A - ANTIEPILÉPTICOS;Similar;Regulado;59,97;59,97;68,15;72,25;72,25;72,69;72,69;73,13;73,13;74,96;82,91;94,21;99,88;99,88;100,49;100,49;101,1;101,1;103,63;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019404;1039001950038;7898040325664;    -     ;    -     ;PREFISS;75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;N3A - ANTIEPILÉPTICOS;Similar;Regulado;89,98;89,98;102,25;108,41;108,41;109,07;109,07;109,73;109,73;112,48;124,39;141,35;149,87;149,87;150,78;150,78;151,7;151,7;155,5;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019504;1039001950046;7898040325916;    -     ;    -     ;PREFISS;75 MG CAP GEL DURA CT BL AL PLAS TRANS X 500;N3A - ANTIEPILÉPTICOS;Similar;Regulado;1499,44;1499,44;1703,91;1806,55;1806,55;1817,5;1817,5;1828,59;1828,59;1874,3;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019604;1039001950054;7898040325671;    -     ;    -     ;PREFISS;150 MG CAP GEL DURA CT BL AL PLAS TRANS X 15;N3A - ANTIEPILÉPTICOS;Similar;Regulado;73,05;73,05;83,01;88,01;88,01;88,55;88,55;89,09;89,09;91,31;100,99;114,76;121,67;121,67;122,42;122,42;123,16;123,16;126,23;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019704;1039001950062;7898040325688;    -     ;    -     ;PREFISS;150 MG CAP GEL DURA CT BL AL PLAS TRANS X 20;N3A - ANTIEPILÉPTICOS;Similar;Regulado;97,41;97,41;110,69;117,36;117,36;118,07;118,07;118,79;118,79;121,76;134,66;153,02;162,24;162,24;163,22;163,22;164,22;164,22;168,33;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019804;1039001950070;7898040325695;    -     ;    -     ;PREFISS;150 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;N3A - ANTIEPILÉPTICOS;Similar;Regulado;146,11;146,11;166,03;176,04;176,04;177,1;177,1;178,18;178,18;182,64;201,99;229,53;243,36;243,36;244,83;244,83;246,32;246,32;252,49;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019904;1039001950089;7898040325923;    -     ;    -     ;PREFISS;150 MG CAP GEL DURA CT BL AL PLAS TRANS X 500;N3A - ANTIEPILÉPTICOS;Similar;Regulado;2435,19;2435,19;2767,26;2933,96;2933,96;2951,74;2951,74;2969,74;2969,74;3043,99;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CLORIDRATO DE MEMANTINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015704;1039001960017;7898040325626;    -     ;    -     ;DESIRÉE;10 MG COM REV CT BL AL PLAS TRANS X 30;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Similar;Regulado;69,99;69,99;79,53;84,33;84,33;84,84;84,84;85,35;85,35;87,49;96,76;109,95;116,58;116,58;117,29;117,29;117,99;117,99;120,95;Não;Sim;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE MEMANTINA;33.349.473/0001-58;FARMOQUÍMICA S/A;509017070015804;1039001960025;7898040325633;    -     ;    -     ;DESIRÉE;10 MG COM REV CT BL AL PLAS TRANS X 60;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Similar;Regulado;140;140;159,09;168,67;168,67;169,7;169,7;170,73;170,73;175;193,54;219,93;233,18;233,18;234,6;234,6;236,02;236,02;241,93;Não;Sim;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080016904;1039001970012;7898040326067;    -     ;    -     ;UNITRAM;10 MG COM REV CT BL AL PLAS TRANS X 14;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;63,38;63,38;72,02;76,36;76,36;76,82;76,82;77,29;77,29;79,23;87,62;99,56;105,56;105,56;106,2;106,2;106,85;106,85;109,53;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080017004;1039001970020;7898040326074;    -     ;    -     ;UNITRAM;10 MG COM REV CT BL AL PLAS TRANS X 15;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;67,92;67,92;77,18;81,83;81,83;82,33;82,33;82,83;82,83;84,9;93,9;106,7;113,13;113,13;113,82;113,82;114,51;114,51;117,37;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080017104;1039001970039;7898040326081;    -     ;    -     ;UNITRAM;10 MG COM REV CT BL AL PLAS TRANS X 28;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;126,77;126,77;144,06;152,73;152,73;153,66;153,66;154,6;154,6;158,46;175,25;199,15;211,14;211,14;212,43;212,43;213,73;213,73;219,06;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080017204;1039001970047;7898040325701;    -     ;    -     ;UNITRAM;10 MG COM REV CT BL AL PLAS TRANS X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;135,83;135,83;154,35;163,65;163,65;164,64;164,64;165,65;165,65;169,79;187,78;213,38;226,24;226,24;227,61;227,61;229;229;234,72;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080017304;1039001970055;7898040326098;    -     ;    -     ;UNITRAM;10 MG COM REV CT BL AL PLAS TRANS X 60;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;271,66;271,66;308,7;327,3;327,3;329,28;329,28;331,29;331,29;339,58;375,55;426,76;452,47;452,47;455,21;455,21;457,99;457,99;469,45;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080016804;1039001970063;7898040325749;    -     ;    -     ;UNITRAM;10 MG COM REV CT BL AL PLAS TRANS X 7;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;31,7;31,7;36,02;38,19;38,19;38,42;38,42;38,66;38,66;39,63;43,82;49,8;52,8;52,8;53,11;53,11;53,45;53,45;54,79;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019004;1039001970071;7898040325732;    -     ;    -     ;UNITRAM;20 MG/ML SOL OR CT FR VD AMB GOT X 15 ML;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;144,37;144,37;164,06;173,94;173,94;174,99;174,99;176,06;176,06;180,46;199,58;226,8;240,46;240,46;241,91;241,91;243,39;243,39;249,48;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080019104;1039001970081;7898040326104;    -     ;    -     ;UNITRAM;20 MG/ML SOL OR CT FR VD AMB GOT X 30 ML;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;288,77;288,77;328,15;347,92;347,92;350,02;350,02;352,16;352,16;360,96;399,21;453,65;480,98;480,98;483,88;483,88;486,84;486,84;499,01;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080018204;1039001970111;7898040325763;    -     ;    -     ;UNITRAM;20 MG COMP REV CT BL AL PLAS TRANS X 7;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;55,06;55,06;62,57;66,34;66,34;66,74;66,74;67,15;67,15;68,83;76,12;86,5;91,71;91,71;92,26;92,26;92,83;92,83;95,15;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080018304;1039001970128;7898040326128;    -     ;    -     ;UNITRAM;20 MG COMP REV CT BL AL PLAS TRANS X 14;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;110,11;110,11;125,13;132,66;132,66;133,47;133,47;134,28;134,28;137,64;152,22;172,98;183,39;183,39;184,51;184,51;185,63;185,63;190,28;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080018404;1039001970136;7898040326135;    -     ;    -     ;UNITRAM;20 MG COMP REV CT BL AL PLAS TRANS X 15;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;117,98;117,98;134,07;142,14;142,14;143,01;143,01;143,88;143,88;147,48;163,1;185,34;196,5;196,5;197,7;197,7;198,91;198,91;203,88;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080018504;1039001970144;7898040326142;    -     ;    -     ;UNITRAM;20 MG COMP REV CT BL AL PLAS TRANS X 20;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;157,32;157,32;178,77;189,54;189,54;190,69;190,69;191,85;191,85;196,65;217,49;247,14;262,03;262,03;263,62;263,62;265,22;265,22;271,86;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080018604;1039001970152;7898040326159;    -     ;    -     ;UNITRAM;20 MG COMP REV CT BL AL PLAS TRANS X 28;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;220,24;220,24;250,27;265,35;265,35;266,96;266,96;268,59;268,59;275,3;304,47;345,98;366,83;366,83;369,06;369,06;371,31;371,31;380,59;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;33.349.473/0001-58;FARMOQUÍMICA S/A;509017080018704;1039001970160;7898040325725;    -     ;    -     ;UNITRAM;20 MG COMP REV CT BL AL PLAS TRANS X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;235,98;235,98;268,16;284,31;284,31;286,04;286,04;287,78;287,78;294,98;326,23;370,72;393,04;393,04;395,43;395,43;397,84;397,84;407,79;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
